,cid,qno,type,qid,diff_level,res_time,correctness,next_diff
4974,165,4,2,582,medium,29,0,easy
4975,165,5,2,498,easy,5,1,medium
4976,165,6,2,533,medium,41,1,medium
4977,165,7,2,492,medium,59,1,medium
4978,165,8,2,578,medium,10,0,medium
4979,165,9,2,569,medium,56,1,medium
4980,166,0,0,28,medium,39,0,easy
4981,166,1,0,46,easy,57,0,easy
4982,166,2,0,213,easy,55,0,easy
4983,166,3,0,97,easy,21,0,easy
4984,166,4,0,111,easy,27,0,easy
4985,166,5,0,169,easy,52,0,easy
4986,166,6,0,162,easy,54,1,easy
4987,166,7,0,45,easy,47,0,easy
4988,166,8,0,48,easy,16,0,easy
4989,166,9,0,112,easy,31,0,easy
4990,166,0,1,415,medium,36,1,medium
4991,166,1,1,278,medium,37,0,easy
4992,166,2,1,390,easy,52,1,easy
4993,166,3,1,276,easy,41,0,easy
4994,166,4,1,424,easy,5,1,medium
4995,166,5,1,247,medium,22,1,medium
4996,166,6,1,263,medium,55,1,medium
4997,166,7,1,369,medium,54,1,medium
4998,166,8,1,306,medium,29,0,easy
4999,166,9,1,394,easy,59,0,easy
5000,166,0,2,505,medium,39,0,easy
5001,166,1,2,547,easy,40,1,easy
5002,166,2,2,513,easy,58,0,easy
5003,166,3,2,458,easy,11,0,easy
5004,166,4,2,541,easy,58,0,easy
5005,166,5,2,463,easy,19,1,medium
5006,166,6,2,434,medium,42,0,easy
5007,166,7,2,474,easy,22,0,easy
5008,166,8,2,551,easy,44,0,easy
5009,166,9,2,627,easy,35,0,easy
5010,167,0,0,41,medium,14,1,hard
5011,167,1,0,143,hard,45,0,medium
5012,167,2,0,171,medium,12,1,hard
5013,167,3,0,8,hard,48,0,medium
5014,167,4,0,179,medium,51,0,easy
5015,167,5,0,195,easy,44,0,easy
5016,167,6,0,74,easy,5,0,easy
5017,167,7,0,130,easy,43,1,easy
5018,167,8,0,73,easy,26,0,easy
5019,167,9,0,95,easy,18,1,medium
5020,167,0,1,402,medium,8,1,hard
5021,167,1,1,341,hard,13,1,hard
5022,167,2,1,354,hard,48,0,medium
5023,167,3,1,327,medium,21,1,medium
5024,167,4,1,274,medium,11,1,hard
5025,167,5,1,320,hard,16,1,hard
5026,167,6,1,358,hard,10,0,medium
5027,167,7,1,275,medium,23,1,medium
5028,167,8,1,288,medium,54,0,easy
5029,167,9,1,408,easy,28,0,easy
5030,167,0,2,578,medium,8,1,hard
5031,167,1,2,489,hard,49,1,hard
5032,167,2,2,491,hard,15,1,hard
5033,167,3,2,595,hard,45,1,hard
5034,167,4,2,592,hard,50,1,hard
5035,167,5,2,485,hard,27,0,medium
5036,167,6,2,520,medium,33,0,easy
5037,167,7,2,573,easy,22,1,easy
5038,167,8,2,519,easy,9,1,medium
5039,167,9,2,637,medium,37,0,easy
5040,168,0,0,107,medium,49,0,easy
5041,168,1,0,29,easy,12,1,medium
5042,168,2,0,37,medium,52,0,easy
5043,168,3,0,77,easy,17,0,easy
5044,168,4,0,111,easy,10,0,easy
5045,168,5,0,46,easy,29,1,easy
5046,168,6,0,184,easy,40,1,easy
5047,168,7,0,213,easy,33,1,easy
5048,168,8,0,212,easy,9,1,medium
5049,168,9,0,28,medium,7,1,hard
5050,168,0,1,416,medium,27,0,easy
5051,168,1,1,241,easy,46,1,easy
5052,168,2,1,362,easy,46,1,easy
5053,168,3,1,342,easy,55,0,easy
5054,168,4,1,383,easy,41,1,easy
5055,168,5,1,218,easy,55,0,easy
5056,168,6,1,425,easy,15,0,easy
5057,168,7,1,394,easy,22,1,easy
5058,168,8,1,283,easy,26,0,easy
5059,168,9,1,393,easy,22,0,easy
5060,168,0,2,497,medium,29,1,medium
5061,168,1,2,504,medium,22,1,medium
5062,168,2,2,520,medium,41,0,easy
5063,168,3,2,441,easy,24,0,easy
5064,168,4,2,477,easy,30,1,easy
5065,168,5,2,577,easy,46,1,easy
5066,168,6,2,464,easy,19,1,medium
5067,168,7,2,431,medium,9,1,hard
5068,168,8,2,459,hard,7,0,medium
5069,168,9,2,493,medium,33,0,easy
5070,169,0,0,31,medium,30,1,medium
5071,169,1,0,37,medium,46,1,medium
5072,169,2,0,207,medium,52,1,medium
5073,169,3,0,41,medium,7,1,hard
5074,169,4,0,164,hard,42,1,hard
5075,169,5,0,94,hard,57,0,medium
5076,169,6,0,129,medium,26,1,medium
5077,169,7,0,208,medium,21,1,medium
5078,169,8,0,92,medium,22,0,easy
5079,169,9,0,212,easy,7,0,easy
5080,169,0,1,382,medium,53,0,easy
5081,169,1,1,286,easy,57,1,easy
5082,169,2,1,412,easy,41,0,easy
5083,169,3,1,352,easy,39,0,easy
5084,169,4,1,227,easy,42,1,easy
5085,169,5,1,276,easy,10,0,easy
5086,169,6,1,338,easy,35,0,easy
5087,169,7,1,393,easy,60,0,easy
5088,169,8,1,345,easy,59,0,easy
5089,169,9,1,335,easy,28,1,easy
5090,169,0,2,478,medium,31,1,medium
5091,169,1,2,542,medium,49,1,medium
5092,169,2,2,532,medium,13,1,hard
5093,169,3,2,555,hard,16,0,medium
5094,169,4,2,571,medium,39,0,easy
5095,169,5,2,510,easy,7,0,easy
5096,169,6,2,537,easy,17,0,easy
5097,169,7,2,565,easy,40,0,easy
5098,169,8,2,522,easy,57,0,easy
5099,169,9,2,447,easy,47,1,easy
5100,170,0,0,23,medium,56,1,medium
5101,170,1,0,121,medium,17,1,hard
5102,170,2,0,197,hard,55,1,hard
5103,170,3,0,194,hard,54,1,hard
5104,170,4,0,154,hard,32,1,hard
5105,170,5,0,126,hard,35,1,hard
5106,170,6,0,161,hard,40,0,medium
5107,170,7,0,188,medium,30,0,easy
5108,170,8,0,131,easy,42,0,easy
5109,170,9,0,70,easy,25,0,easy
5110,170,0,1,301,medium,8,0,medium
5111,170,1,1,278,medium,9,1,hard
5112,170,2,1,296,hard,14,0,medium
5113,170,3,1,416,medium,55,0,easy
5114,170,4,1,325,easy,48,0,easy
5115,170,5,1,254,easy,6,1,medium
5116,170,6,1,380,medium,33,0,easy
5117,170,7,1,333,easy,14,0,easy
5118,170,8,1,265,easy,12,0,easy
5119,170,9,1,405,easy,15,1,medium
5120,170,0,2,501,medium,46,0,easy
5121,170,1,2,610,easy,27,1,easy
5122,170,2,2,593,easy,14,1,medium
5123,170,3,2,569,medium,32,0,easy
5124,170,4,2,508,easy,36,0,easy
5125,170,5,2,487,easy,38,1,easy
5126,170,6,2,438,easy,28,1,easy
5127,170,7,2,510,easy,42,0,easy
5128,170,8,2,598,easy,40,0,easy
5129,170,9,2,551,easy,7,1,medium
5130,171,0,0,121,medium,42,1,medium
5131,171,1,0,92,medium,6,0,medium
5132,171,2,0,149,medium,56,0,easy
5133,171,3,0,212,easy,14,0,easy
5134,171,4,0,73,easy,36,1,easy
5135,171,5,0,48,easy,21,1,easy
5136,171,6,0,209,easy,14,0,easy
5137,171,7,0,131,easy,6,0,easy
5138,171,8,0,142,easy,59,0,easy
5139,171,9,0,112,easy,12,0,easy
5140,171,0,1,222,medium,12,0,medium
5141,171,1,1,258,medium,54,1,medium
5142,171,2,1,274,medium,22,1,medium
5143,171,3,1,234,medium,54,0,easy
5144,171,4,1,388,easy,35,0,easy
5145,171,5,1,370,easy,37,0,easy
5146,171,6,1,245,easy,43,1,easy
5147,171,7,1,319,easy,37,0,easy
5148,171,8,1,283,easy,9,0,easy
5149,171,9,1,295,easy,15,1,medium
5150,171,0,2,533,medium,30,1,medium
5151,171,1,2,483,medium,23,1,medium
5152,171,2,2,497,medium,35,1,medium
5153,171,3,2,520,medium,22,1,medium
5154,171,4,2,645,medium,43,1,medium
5155,171,5,2,646,medium,21,0,easy
5156,171,6,2,506,easy,53,0,easy
5157,171,7,2,622,easy,44,1,easy
5158,171,8,2,597,easy,16,0,easy
5159,171,9,2,457,easy,40,1,easy
5160,172,0,0,100,medium,34,0,easy
5161,172,1,0,159,easy,14,1,medium
5162,172,2,0,90,medium,18,0,medium
5163,172,3,0,61,medium,35,1,medium
5164,172,4,0,53,medium,8,1,hard
5165,172,5,0,89,hard,23,0,medium
5166,172,6,0,1,medium,12,0,medium
5167,172,7,0,202,medium,16,0,medium
5168,172,8,0,51,medium,17,0,medium
5169,172,9,0,114,medium,16,0,medium
5170,172,0,1,234,medium,53,1,medium
5171,172,1,1,382,medium,6,1,hard
5172,172,2,1,315,hard,6,1,hard
5173,172,3,1,354,hard,57,0,medium
5174,172,4,1,224,medium,60,1,medium
5175,172,5,1,288,medium,57,1,medium
5176,172,6,1,251,medium,50,0,easy
5177,172,7,1,219,easy,57,1,easy
5178,172,8,1,392,easy,46,0,easy
5179,172,9,1,309,easy,16,1,medium
5180,172,0,2,528,medium,12,0,medium
5181,172,1,2,569,medium,43,0,easy
5182,172,2,2,640,easy,51,0,easy
5183,172,3,2,602,easy,53,1,easy
5184,172,4,2,529,easy,30,0,easy
5185,172,5,2,523,easy,47,0,easy
5186,172,6,2,498,easy,13,0,easy
5187,172,7,2,448,easy,58,0,easy
5188,172,8,2,625,easy,54,0,easy
5189,172,9,2,606,easy,41,0,easy
5190,173,0,0,39,medium,54,1,medium
5191,173,1,0,171,medium,56,1,medium
5192,173,2,0,53,medium,36,1,medium
5193,173,3,0,173,medium,6,1,hard
5194,173,4,0,204,hard,5,1,hard
5195,173,5,0,13,hard,22,1,hard
5196,173,6,0,0,hard,18,1,hard
5197,173,7,0,16,hard,36,1,hard
5198,173,8,0,96,hard,33,1,hard
5199,173,9,0,170,hard,18,1,hard
5200,173,0,1,297,medium,54,0,easy
5201,173,1,1,370,easy,56,0,easy
5202,173,2,1,286,easy,20,1,medium
5203,173,3,1,274,medium,42,1,medium
5204,173,4,1,384,medium,14,0,medium
5205,173,5,1,401,medium,23,1,medium
5206,173,6,1,247,medium,34,0,easy
5207,173,7,1,346,easy,10,0,easy
5208,173,8,1,374,easy,26,1,easy
5209,173,9,1,264,easy,26,0,easy
5210,173,0,2,590,medium,22,0,easy
5211,173,1,2,468,easy,58,0,easy
5212,173,2,2,437,easy,35,1,easy
5213,173,3,2,529,easy,33,0,easy
5214,173,4,2,506,easy,33,1,easy
5215,173,5,2,547,easy,45,0,easy
5216,173,6,2,605,easy,36,0,easy
5217,173,7,2,544,easy,47,1,easy
5218,173,8,2,508,easy,39,1,easy
5219,173,9,2,625,easy,22,1,easy
5220,174,0,0,49,medium,23,1,medium
5221,174,1,0,63,medium,30,1,medium
5222,174,2,0,171,medium,47,0,easy
5223,174,3,0,169,easy,60,0,easy
5224,174,4,0,112,easy,53,0,easy
5225,174,5,0,11,easy,37,1,easy
5226,174,6,0,7,easy,25,0,easy
5227,174,7,0,2,easy,50,0,easy
5228,174,8,0,192,easy,28,1,easy
5229,174,9,0,142,easy,49,0,easy
5230,174,0,1,240,medium,17,0,medium
5231,174,1,1,409,medium,19,1,hard
5232,174,2,1,395,hard,52,1,hard
5233,174,3,1,223,hard,31,0,medium
5234,174,4,1,406,medium,19,1,hard
5235,174,5,1,317,hard,20,1,hard
5236,174,6,1,228,hard,37,0,medium
5237,174,7,1,238,medium,15,0,medium
5238,174,8,1,429,medium,20,1,hard
5239,174,9,1,358,hard,8,0,medium
5240,174,0,2,475,medium,41,0,easy
5241,174,1,2,541,easy,15,1,medium
5242,174,2,2,449,medium,21,0,easy
5243,174,3,2,573,easy,7,1,medium
5244,174,4,2,483,medium,11,0,medium
5245,174,5,2,588,medium,23,0,easy
5246,174,6,2,616,easy,44,0,easy
5247,174,7,2,447,easy,14,0,easy
5248,174,8,2,627,easy,58,0,easy
5249,174,9,2,615,easy,51,1,easy
5250,175,0,0,85,medium,25,0,easy
5251,175,1,0,166,easy,8,1,medium
5252,175,2,0,202,medium,20,1,hard
5253,175,3,0,16,hard,23,1,hard
5254,175,4,0,0,hard,15,0,medium
5255,175,5,0,129,medium,29,1,medium
5256,175,6,0,81,medium,30,0,easy
5257,175,7,0,211,easy,52,1,easy
5258,175,8,0,15,easy,33,1,easy
5259,175,9,0,185,easy,58,1,easy
5260,175,0,1,406,medium,59,0,easy
5261,175,1,1,365,easy,43,0,easy
5262,175,2,1,333,easy,33,1,easy
5263,175,3,1,392,easy,23,0,easy
5264,175,4,1,366,easy,51,1,easy
5265,175,5,1,236,easy,45,1,easy
5266,175,6,1,295,easy,28,0,easy
5267,175,7,1,373,easy,11,0,easy
5268,175,8,1,360,easy,13,0,easy
5269,175,9,1,216,easy,10,1,medium
5270,175,0,2,504,medium,5,0,medium
5271,175,1,2,549,medium,41,0,easy
5272,175,2,2,464,easy,52,1,easy
5273,175,3,2,506,easy,51,0,easy
5274,175,4,2,466,easy,51,0,easy
5275,175,5,2,510,easy,13,0,easy
5276,175,6,2,551,easy,45,0,easy
5277,175,7,2,586,easy,54,0,easy
5278,175,8,2,486,easy,21,1,easy
5279,175,9,2,452,easy,19,1,medium
5280,176,0,0,23,medium,13,1,hard
5281,176,1,0,21,hard,29,1,hard
5282,176,2,0,64,hard,36,1,hard
5283,176,3,0,135,hard,16,1,hard
5284,176,4,0,136,hard,37,1,hard
5285,176,5,0,30,hard,53,0,medium
5286,176,6,0,90,medium,18,0,medium
5287,176,7,0,129,medium,11,0,medium
5288,176,8,0,31,medium,50,1,medium
5289,176,9,0,146,medium,30,1,medium
5290,176,0,1,214,medium,8,1,hard
5291,176,1,1,233,hard,11,0,medium
5292,176,2,1,294,medium,29,0,easy
5293,176,3,1,217,easy,18,0,easy
5294,176,4,1,375,easy,8,0,easy
5295,176,5,1,365,easy,36,0,easy
5296,176,6,1,430,easy,38,0,easy
5297,176,7,1,300,easy,8,0,easy
5298,176,8,1,338,easy,32,0,easy
5299,176,9,1,425,easy,25,1,easy
5300,176,0,2,431,medium,16,1,hard
5301,176,1,2,594,hard,48,0,medium
5302,176,2,2,534,medium,46,1,medium
5303,176,3,2,449,medium,51,1,medium
5304,176,4,2,531,medium,56,1,medium
5305,176,5,2,576,medium,56,1,medium
5306,176,6,2,502,medium,11,1,hard
5307,176,7,2,644,hard,27,0,medium
5308,176,8,2,475,medium,55,0,easy
5309,176,9,2,513,easy,42,0,easy
5310,177,0,0,188,medium,26,0,easy
5311,177,1,0,70,easy,36,0,easy
5312,177,2,0,196,easy,10,0,easy
5313,177,3,0,59,easy,15,1,medium
5314,177,4,0,202,medium,50,0,easy
5315,177,5,0,185,easy,24,1,easy
5316,177,6,0,77,easy,16,1,medium
5317,177,7,0,150,medium,12,0,medium
5318,177,8,0,41,medium,26,1,medium
5319,177,9,0,90,medium,16,0,medium
5320,177,0,1,384,medium,29,0,easy
5321,177,1,1,338,easy,44,0,easy
5322,177,2,1,396,easy,28,0,easy
5323,177,3,1,388,easy,37,0,easy
5324,177,4,1,245,easy,43,1,easy
5325,177,5,1,362,easy,43,0,easy
5326,177,6,1,375,easy,58,1,easy
5327,177,7,1,241,easy,54,1,easy
5328,177,8,1,282,easy,18,0,easy
5329,177,9,1,430,easy,27,1,easy
5330,177,0,2,455,medium,38,0,easy
5331,177,1,2,527,easy,27,0,easy
5332,177,2,2,506,easy,52,1,easy
5333,177,3,2,454,easy,27,0,easy
5334,177,4,2,544,easy,25,0,easy
5335,177,5,2,486,easy,25,1,easy
5336,177,6,2,498,easy,12,0,easy
5337,177,7,2,435,easy,51,0,easy
5338,177,8,2,640,easy,50,1,easy
5339,177,9,2,437,easy,23,0,easy
5340,178,0,0,207,medium,37,0,easy
5341,178,1,0,97,easy,34,0,easy
5342,178,2,0,117,easy,55,0,easy
5343,178,3,0,166,easy,35,1,easy
5344,178,4,0,68,easy,5,0,easy
5345,178,5,0,184,easy,41,1,easy
5346,178,6,0,193,easy,23,0,easy
5347,178,7,0,153,easy,51,0,easy
5348,178,8,0,22,easy,9,0,easy
5349,178,9,0,128,easy,50,0,easy
5350,178,0,1,259,medium,34,0,easy
5351,178,1,1,350,easy,20,0,easy
5352,178,2,1,254,easy,7,0,easy
5353,178,3,1,383,easy,38,0,easy
5354,178,4,1,280,easy,48,1,easy
5355,178,5,1,362,easy,43,0,easy
5356,178,6,1,366,easy,39,0,easy
5357,178,7,1,405,easy,54,0,easy
5358,178,8,1,304,easy,31,0,easy
5359,178,9,1,379,easy,53,1,easy
5360,178,0,2,502,medium,46,1,medium
5361,178,1,2,520,medium,18,0,medium
5362,178,2,2,493,medium,54,1,medium
5363,178,3,2,637,medium,6,1,hard
5364,178,4,2,595,hard,32,0,medium
5365,178,5,2,626,medium,20,1,hard
5366,178,6,2,596,hard,45,1,hard
5367,178,7,2,500,hard,10,0,medium
5368,178,8,2,461,medium,52,0,easy
5369,178,9,2,640,easy,20,0,easy
5370,179,0,0,105,medium,18,1,hard
5371,179,1,0,40,hard,31,0,medium
5372,179,2,0,210,medium,9,0,medium
5373,179,3,0,145,medium,32,0,easy
5374,179,4,0,195,easy,8,1,medium
5375,179,5,0,107,medium,26,1,medium
5376,179,6,0,61,medium,50,1,medium
5377,179,7,0,51,medium,57,0,easy
5378,179,8,0,4,easy,41,0,easy
5379,179,9,0,176,easy,14,1,medium
5380,179,0,1,232,medium,35,0,easy
5381,179,1,1,405,easy,17,1,medium
5382,179,2,1,322,medium,43,0,easy
5383,179,3,1,333,easy,13,1,medium
5384,179,4,1,258,medium,39,1,medium
5385,179,5,1,381,medium,45,1,medium
5386,179,6,1,244,medium,26,1,medium
5387,179,7,1,306,medium,18,0,medium
5388,179,8,1,287,medium,33,1,medium
5389,179,9,1,222,medium,32,0,easy
5390,179,0,2,649,medium,22,1,medium
5391,179,1,2,446,medium,16,1,hard
5392,179,2,2,594,hard,6,1,hard
5393,179,3,2,540,hard,30,1,hard
5394,179,4,2,552,hard,57,0,medium
5395,179,5,2,636,medium,13,1,hard
5396,179,6,2,494,hard,41,1,hard
5397,179,7,2,453,hard,9,0,medium
5398,179,8,2,456,medium,59,0,easy
5399,179,9,2,635,easy,6,1,medium
5400,180,0,0,54,medium,19,0,medium
5401,180,1,0,61,medium,53,1,medium
5402,180,2,0,129,medium,47,0,easy
5403,180,3,0,131,easy,7,0,easy
5404,180,4,0,159,easy,24,0,easy
5405,180,5,0,203,easy,40,0,easy
5406,180,6,0,162,easy,15,0,easy
5407,180,7,0,2,easy,30,1,easy
5408,180,8,0,211,easy,22,1,easy
5409,180,9,0,10,easy,56,0,easy
5410,180,0,1,313,medium,49,1,medium
5411,180,1,1,413,medium,56,0,easy
5412,180,2,1,375,easy,59,0,easy
5413,180,3,1,289,easy,40,1,easy
5414,180,4,1,362,easy,40,0,easy
5415,180,5,1,396,easy,12,1,medium
5416,180,6,1,410,medium,51,1,medium
5417,180,7,1,316,medium,20,1,hard
5418,180,8,1,320,hard,54,1,hard
5419,180,9,1,400,hard,9,1,hard
5420,180,0,2,549,medium,35,1,medium
5421,180,1,2,456,medium,58,0,easy
5422,180,2,2,463,easy,42,0,easy
5423,180,3,2,572,easy,14,0,easy
5424,180,4,2,554,easy,11,0,easy
5425,180,5,2,466,easy,25,1,easy
5426,180,6,2,547,easy,57,1,easy
5427,180,7,2,630,easy,48,0,easy
5428,180,8,2,583,easy,15,1,medium
5429,180,9,2,576,medium,23,1,medium
5430,181,0,0,24,medium,16,1,hard
5431,181,1,0,12,hard,17,1,hard
5432,181,2,0,102,hard,45,1,hard
5433,181,3,0,124,hard,18,0,medium
5434,181,4,0,85,medium,6,0,medium
5435,181,5,0,121,medium,43,1,medium
5436,181,6,0,52,medium,46,1,medium
5437,181,7,0,28,medium,40,0,easy
5438,181,8,0,153,easy,26,1,easy
5439,181,9,0,184,easy,32,0,easy
5440,181,0,1,337,medium,33,1,medium
5441,181,1,1,306,medium,13,1,hard
5442,181,2,1,226,hard,27,1,hard
5443,181,3,1,292,hard,47,0,medium
5444,181,4,1,238,medium,36,0,easy
5445,181,5,1,218,easy,55,0,easy
5446,181,6,1,412,easy,13,1,medium
5447,181,7,1,299,medium,24,1,medium
5448,181,8,1,259,medium,53,0,easy
5449,181,9,1,338,easy,25,1,easy
5450,181,0,2,649,medium,27,0,easy
5451,181,1,2,514,easy,29,1,easy
5452,181,2,2,603,easy,16,0,easy
5453,181,3,2,522,easy,59,1,easy
5454,181,4,2,616,easy,11,0,easy
5455,181,5,2,524,easy,21,0,easy
5456,181,6,2,630,easy,11,0,easy
5457,181,7,2,627,easy,11,1,medium
5458,181,8,2,569,medium,10,1,hard
5459,181,9,2,511,hard,15,1,hard
5460,182,0,0,71,medium,36,1,medium
5461,182,1,0,28,medium,28,0,easy
5462,182,2,0,9,easy,45,1,easy
5463,182,3,0,15,easy,17,0,easy
5464,182,4,0,203,easy,12,1,medium
5465,182,5,0,187,medium,48,0,easy
5466,182,6,0,130,easy,38,1,easy
5467,182,7,0,4,easy,58,1,easy
5468,182,8,0,116,easy,20,0,easy
5469,182,9,0,42,easy,35,1,easy
5470,182,0,1,284,medium,34,0,easy
5471,182,1,1,352,easy,9,1,medium
5472,182,2,1,326,medium,43,1,medium
5473,182,3,1,313,medium,27,0,easy
5474,182,4,1,375,easy,10,0,easy
5475,182,5,1,394,easy,34,0,easy
5476,182,6,1,373,easy,42,0,easy
5477,182,7,1,345,easy,46,1,easy
5478,182,8,1,366,easy,39,1,easy
5479,182,9,1,417,easy,57,1,easy
5480,182,0,2,649,medium,22,1,medium
5481,182,1,2,482,medium,11,1,hard
5482,182,2,2,643,hard,10,1,hard
5483,182,3,2,574,hard,34,1,hard
5484,182,4,2,570,hard,24,0,medium
5485,182,5,2,449,medium,44,0,easy
5486,182,6,2,586,easy,17,0,easy
5487,182,7,2,463,easy,48,1,easy
5488,182,8,2,514,easy,59,0,easy
5489,182,9,2,577,easy,51,1,easy
5490,183,0,0,158,medium,57,0,easy
5491,183,1,0,142,easy,14,0,easy
5492,183,2,0,192,easy,22,0,easy
5493,183,3,0,162,easy,5,1,medium
5494,183,4,0,72,medium,32,0,easy
5495,183,5,0,153,easy,7,0,easy
5496,183,6,0,67,easy,31,0,easy
5497,183,7,0,70,easy,20,1,medium
5498,183,8,0,76,medium,52,1,medium
5499,183,9,0,210,medium,52,1,medium
5500,183,0,1,247,medium,41,0,easy
5501,183,1,1,348,easy,15,1,medium
5502,183,2,1,415,medium,6,0,medium
5503,183,3,1,401,medium,30,0,easy
5504,183,4,1,321,easy,50,0,easy
5505,183,5,1,370,easy,46,0,easy
5506,183,6,1,338,easy,11,0,easy
5507,183,7,1,407,easy,11,1,medium
5508,183,8,1,277,medium,22,0,easy
5509,183,9,1,362,easy,60,0,easy
5510,183,0,2,566,medium,28,1,medium
5511,183,1,2,619,medium,23,1,medium
5512,183,2,2,639,medium,52,0,easy
5513,183,3,2,463,easy,55,0,easy
5514,183,4,2,514,easy,11,1,medium
5515,183,5,2,499,medium,40,0,easy
5516,183,6,2,635,easy,57,0,easy
5517,183,7,2,558,easy,12,1,medium
5518,183,8,2,534,medium,17,1,hard
5519,183,9,2,517,hard,41,1,hard
5520,184,0,0,205,medium,60,0,easy
5521,184,1,0,166,easy,22,1,easy
5522,184,2,0,74,easy,41,0,easy
5523,184,3,0,29,easy,47,0,easy
5524,184,4,0,42,easy,37,0,easy
5525,184,5,0,112,easy,8,0,easy
5526,184,6,0,117,easy,25,0,easy
5527,184,7,0,73,easy,48,1,easy
5528,184,8,0,45,easy,6,1,medium
5529,184,9,0,134,medium,23,0,easy
5530,184,0,1,259,medium,50,1,medium
5531,184,1,1,238,medium,57,0,easy
5532,184,2,1,388,easy,49,0,easy
5533,184,3,1,257,easy,12,0,easy
5534,184,4,1,399,easy,19,0,easy
5535,184,5,1,229,easy,5,0,easy
5536,184,6,1,370,easy,55,1,easy
5537,184,7,1,307,easy,40,1,easy
5538,184,8,1,241,easy,52,0,easy
5539,184,9,1,217,easy,52,0,easy
5540,184,0,2,581,medium,30,0,easy
5541,184,1,2,503,easy,24,1,easy
5542,184,2,2,522,easy,50,1,easy
5543,184,3,2,487,easy,8,0,easy
5544,184,4,2,541,easy,24,0,easy
5545,184,5,2,468,easy,39,1,easy
5546,184,6,2,457,easy,44,1,easy
5547,184,7,2,597,easy,38,0,easy
5548,184,8,2,458,easy,19,0,easy
5549,184,9,2,447,easy,29,0,easy
5550,185,0,0,106,medium,7,1,hard
5551,185,1,0,8,hard,34,1,hard
5552,185,2,0,154,hard,49,1,hard
5553,185,3,0,91,hard,7,1,hard
5554,185,4,0,198,hard,27,0,medium
5555,185,5,0,137,medium,26,0,easy
5556,185,6,0,153,easy,15,1,medium
5557,185,7,0,165,medium,30,0,easy
5558,185,8,0,142,easy,57,1,easy
5559,185,9,0,209,easy,48,0,easy
5560,185,0,1,429,medium,29,1,medium
5561,185,1,1,329,medium,7,0,medium
5562,185,2,1,421,medium,36,0,easy
5563,185,3,1,325,easy,58,1,easy
5564,185,4,1,218,easy,20,0,easy
5565,185,5,1,276,easy,31,1,easy
5566,185,6,1,346,easy,7,0,easy
5567,185,7,1,318,easy,7,1,medium
5568,185,8,1,247,medium,7,0,medium
5569,185,9,1,299,medium,43,1,medium
5570,185,0,2,442,medium,58,0,easy
5571,185,1,2,516,easy,8,1,medium
5572,185,2,2,642,medium,38,0,easy
5573,185,3,2,432,easy,27,1,easy
5574,185,4,2,625,easy,5,0,easy
5575,185,5,2,486,easy,55,0,easy
5576,185,6,2,543,easy,20,1,medium
5577,185,7,2,645,medium,51,0,easy
5578,185,8,2,573,easy,57,0,easy
5579,185,9,2,463,easy,46,1,easy
5580,186,0,0,25,medium,47,0,easy
5581,186,1,0,67,easy,47,1,easy
5582,186,2,0,103,easy,9,0,easy
5583,186,3,0,45,easy,32,0,easy
5584,186,4,0,46,easy,35,0,easy
5585,186,5,0,176,easy,23,1,easy
5586,186,6,0,111,easy,47,0,easy
5587,186,7,0,15,easy,16,0,easy
5588,186,8,0,183,easy,30,1,easy
5589,186,9,0,168,easy,20,1,medium
5590,186,0,1,258,medium,17,0,medium
5591,186,1,1,288,medium,26,0,easy
5592,186,2,1,304,easy,24,0,easy
5593,186,3,1,219,easy,53,1,easy
5594,186,4,1,276,easy,44,1,easy
5595,186,5,1,243,easy,16,1,medium
5596,186,6,1,224,medium,19,0,medium
5597,186,7,1,415,medium,20,1,hard
5598,186,8,1,248,hard,49,0,medium
5599,186,9,1,251,medium,33,0,easy
5600,186,0,2,549,medium,46,1,medium
5601,186,1,2,450,medium,19,1,hard
5602,186,2,2,530,hard,28,0,medium
5603,186,3,2,590,medium,18,1,hard
5604,186,4,2,489,hard,38,0,medium
5605,186,5,2,482,medium,54,0,easy
5606,186,6,2,634,easy,26,0,easy
5607,186,7,2,546,easy,59,1,easy
5608,186,8,2,543,easy,42,1,easy
5609,186,9,2,603,easy,21,1,easy
5610,187,0,0,24,medium,11,0,medium
5611,187,1,0,121,medium,46,1,medium
5612,187,2,0,175,medium,42,1,medium
5613,187,3,0,118,medium,23,1,medium
5614,187,4,0,54,medium,30,0,easy
5615,187,5,0,209,easy,50,0,easy
5616,187,6,0,142,easy,36,1,easy
5617,187,7,0,189,easy,51,1,easy
5618,187,8,0,199,easy,17,1,medium
5619,187,9,0,37,medium,53,1,medium
5620,187,0,1,240,medium,20,0,medium
5621,187,1,1,327,medium,15,1,hard
5622,187,2,1,363,hard,15,1,hard
5623,187,3,1,260,hard,51,0,medium
5624,187,4,1,272,medium,13,0,medium
5625,187,5,1,403,medium,57,0,easy
5626,187,6,1,390,easy,32,1,easy
5627,187,7,1,408,easy,6,0,easy
5628,187,8,1,405,easy,24,1,easy
5629,187,9,1,229,easy,17,0,easy
5630,187,0,2,599,medium,27,0,easy
5631,187,1,2,633,easy,45,1,easy
5632,187,2,2,640,easy,54,1,easy
5633,187,3,2,444,easy,40,1,easy
5634,187,4,2,634,easy,11,1,medium
5635,187,5,2,450,medium,47,0,easy
5636,187,6,2,627,easy,10,0,easy
5637,187,7,2,605,easy,8,1,medium
5638,187,8,2,642,medium,46,0,easy
